L,K,P,G,Z,S,E,X,R,I,V,A,W,F,Y,M,C,T,N,U,D,H,Q,ID,Label,IsDNA,IsRNA
35,16,10,13,0,21,16,0,13,13,17,8,2,11,7,1,3,9,5,0,11,8,8,1513,nonDRNA,NotDNA,NotRNA
34,5,23,41,0,17,18,0,26,19,23,44,8,8,9,13,3,14,11,0,26,7,11,1514,nonDRNA,NotDNA,NotRNA
19,13,9,14,0,15,15,0,13,10,12,17,0,8,5,5,2,11,5,0,13,4,8,1515,nonDRNA,NotDNA,NotRNA
32,26,17,15,0,19,23,0,18,13,23,20,4,20,15,5,3,10,8,0,21,8,15,1516,nonDRNA,NotDNA,NotRNA
15,13,8,15,0,13,12,0,11,9,13,32,2,9,6,5,4,12,13,0,9,2,13,1517,nonDRNA,NotDNA,NotRNA
26,28,15,28,0,32,27,0,21,16,21,28,10,9,8,7,3,11,20,0,20,12,8,1518,nonDRNA,NotDNA,NotRNA
16,20,13,22,0,14,12,0,9,18,16,20,8,7,5,1,3,10,16,0,19,12,19,1519,nonDRNA,NotDNA,NotRNA
29,8,15,30,0,15,3,0,13,12,23,27,9,11,9,1,0,15,18,0,15,6,17,1520,nonDRNA,NotDNA,NotRNA
24,12,6,23,0,18,18,0,12,14,22,27,3,9,10,8,8,11,15,0,9,4,7,1521,nonDRNA,NotDNA,NotRNA
49,15,20,19,0,32,19,0,19,16,19,24,7,16,11,8,2,15,16,0,20,18,17,1522,nonDRNA,NotDNA,NotRNA
20,15,7,19,0,13,12,0,13,18,19,9,1,8,15,9,3,5,11,0,20,5,3,1523,nonDRNA,NotDNA,NotRNA
13,3,10,18,0,9,6,0,5,3,3,13,0,3,2,1,18,3,2,0,6,2,5,1524,nonDRNA,NotDNA,NotRNA
14,8,15,10,0,12,15,0,6,9,9,12,3,9,5,9,3,4,6,0,9,2,5,1525,nonDRNA,NotDNA,NotRNA
9,14,3,7,0,5,10,0,2,11,9,7,1,2,3,3,3,3,10,0,5,2,2,1526,nonDRNA,NotDNA,NotRNA
12,8,10,25,0,12,7,0,4,9,12,6,2,9,5,1,0,18,8,0,7,3,3,1527,nonDRNA,NotDNA,NotRNA
6,2,5,5,0,6,5,0,5,7,6,6,2,6,4,1,0,8,0,0,4,1,5,1528,nonDRNA,NotDNA,NotRNA
29,44,23,42,0,22,42,0,25,25,28,37,4,11,15,9,15,28,17,0,39,11,12,1529,nonDRNA,NotDNA,NotRNA
75,49,42,64,0,46,44,0,41,27,54,82,8,28,21,12,9,45,21,0,39,17,26,1530,nonDRNA,NotDNA,NotRNA
101,49,34,39,0,57,70,0,43,46,52,54,15,36,39,14,15,36,27,0,49,14,27,1531,nonDRNA,NotDNA,NotRNA
26,8,7,16,0,7,12,0,10,10,12,15,6,12,3,4,1,9,10,0,12,4,6,1532,nonDRNA,NotDNA,NotRNA
12,10,4,16,0,10,4,0,5,5,13,10,2,4,5,5,3,11,6,0,9,2,4,1533,nonDRNA,NotDNA,NotRNA
7,9,2,20,0,7,5,0,6,6,14,12,2,5,7,6,6,7,4,0,10,1,4,1534,nonDRNA,NotDNA,NotRNA
33,37,19,34,0,25,22,0,23,28,29,32,10,20,14,9,8,32,16,0,30,13,18,1535,nonDRNA,NotDNA,NotRNA
31,36,19,35,0,22,21,0,25,29,28,34,9,20,14,12,8,31,15,0,32,13,18,1536,nonDRNA,NotDNA,NotRNA
39,29,15,31,0,16,29,0,14,17,27,40,4,10,12,4,7,26,19,0,11,5,14,1537,nonDRNA,NotDNA,NotRNA
23,13,26,24,0,16,12,0,11,17,19,7,6,16,13,6,3,24,15,0,19,11,13,1538,nonDRNA,NotDNA,NotRNA
21,16,12,14,0,7,12,0,6,11,19,15,1,7,9,5,10,12,6,0,12,3,7,1539,nonDRNA,NotDNA,NotRNA
21,24,15,15,0,6,26,0,5,10,21,10,3,12,8,7,1,4,7,0,11,2,2,1540,nonDRNA,NotDNA,NotRNA
42,33,19,31,0,43,28,0,21,23,37,31,4,23,16,9,9,32,21,0,22,16,17,1541,nonDRNA,NotDNA,NotRNA
41,5,27,41,0,20,18,0,23,15,37,61,7,13,10,10,6,21,10,0,31,14,13,1542,nonDRNA,NotDNA,NotRNA
37,26,18,22,0,20,29,0,19,15,19,30,3,15,12,6,4,13,5,0,20,13,23,1543,nonDRNA,NotDNA,NotRNA
32,15,9,19,0,23,16,0,18,16,18,15,4,17,9,9,7,7,7,0,19,9,14,1544,nonDRNA,NotDNA,NotRNA
26,3,20,20,0,15,6,0,17,12,23,25,3,12,3,4,8,12,10,0,10,11,16,1545,nonDRNA,NotDNA,NotRNA
79,17,20,33,0,14,47,0,45,11,23,60,7,15,11,9,0,16,9,0,24,15,7,1546,nonDRNA,NotDNA,NotRNA
152,144,80,49,0,110,114,0,73,75,84,91,9,44,34,39,22,72,59,0,87,41,68,1547,nonDRNA,NotDNA,NotRNA
46,37,23,32,0,35,38,0,15,31,16,27,5,13,12,7,5,21,13,0,28,9,18,1548,nonDRNA,NotDNA,NotRNA
41,10,18,36,0,13,28,0,31,15,31,46,6,10,7,9,2,21,6,0,20,11,14,1549,nonDRNA,NotDNA,NotRNA
113,74,60,96,0,133,115,0,63,56,97,90,4,22,26,38,32,95,63,0,70,29,76,1550,nonDRNA,NotDNA,NotRNA
4,3,4,6,0,4,4,0,5,4,6,7,1,1,3,3,9,9,0,0,5,1,2,1551,nonDRNA,NotDNA,NotRNA
21,32,25,43,0,16,32,0,15,30,36,46,4,20,16,19,5,21,11,0,19,12,11,1552,nonDRNA,NotDNA,NotRNA
53,42,21,26,0,42,37,0,18,31,26,25,4,22,25,5,3,26,29,0,30,4,22,1553,nonDRNA,NotDNA,NotRNA
23,7,15,19,0,16,17,0,19,21,15,22,2,16,10,9,2,11,10,0,13,6,6,1554,nonDRNA,NotDNA,NotRNA
36,15,16,43,0,23,39,0,20,30,41,54,6,15,16,9,0,30,9,0,23,3,19,1555,nonDRNA,NotDNA,NotRNA
43,21,26,33,0,19,34,0,19,28,26,68,5,24,9,9,5,27,12,0,17,5,24,1556,nonDRNA,NotDNA,NotRNA
46,23,24,26,0,25,37,0,34,30,33,51,6,22,10,14,5,28,22,0,21,15,17,1557,nonDRNA,NotDNA,NotRNA
19,19,5,12,0,10,20,0,5,11,12,14,0,13,7,3,1,3,6,0,4,7,7,1558,nonDRNA,NotDNA,NotRNA
39,11,17,23,0,23,14,0,22,11,29,27,4,22,9,3,2,15,22,0,20,11,16,1559,nonDRNA,NotDNA,NotRNA
7,9,6,14,0,6,6,0,6,5,12,5,1,3,2,2,3,6,6,0,4,2,3,1560,nonDRNA,NotDNA,NotRNA
51,39,19,49,0,39,42,0,21,33,31,24,11,19,22,17,15,36,41,0,25,14,14,1561,nonDRNA,NotDNA,NotRNA
18,31,17,35,0,15,11,0,24,20,20,18,2,2,6,5,1,12,15,0,9,7,9,1562,nonDRNA,NotDNA,NotRNA
46,21,30,64,0,29,36,0,32,26,51,72,10,26,12,19,3,29,20,0,27,16,20,1563,nonDRNA,NotDNA,NotRNA
47,17,26,55,0,17,37,0,33,29,41,79,4,20,16,12,10,17,17,0,19,15,24,1564,nonDRNA,NotDNA,NotRNA
22,10,9,9,0,6,16,0,5,11,12,30,5,8,9,2,0,13,13,0,11,8,4,1565,nonDRNA,NotDNA,NotRNA
49,38,44,59,0,45,40,0,33,33,36,43,9,28,30,16,11,37,31,0,43,23,15,1566,nonDRNA,NotDNA,NotRNA
34,12,15,14,0,22,13,0,10,22,16,33,7,11,7,5,2,13,5,0,19,10,23,1567,nonDRNA,NotDNA,NotRNA
28,14,18,10,0,14,16,0,17,15,18,29,7,9,9,14,3,10,8,0,27,7,12,1568,nonDRNA,NotDNA,NotRNA
19,11,17,27,0,16,24,0,20,13,26,14,3,11,9,9,0,18,11,0,10,9,10,1569,nonDRNA,NotDNA,NotRNA
13,19,9,13,0,17,15,0,5,12,13,14,3,10,14,6,2,9,8,0,15,10,9,1570,nonDRNA,NotDNA,NotRNA
21,15,13,16,0,37,8,0,7,22,23,22,4,16,8,5,0,24,18,0,20,6,5,1571,nonDRNA,NotDNA,NotRNA
10,9,12,10,0,12,4,0,11,7,8,8,0,9,4,4,6,8,6,0,7,6,4,1572,nonDRNA,NotDNA,NotRNA
112,21,39,68,0,39,21,0,22,35,61,77,34,70,39,24,0,45,24,0,16,25,19,1573,nonDRNA,NotDNA,NotRNA
10,10,1,7,0,15,8,0,1,7,5,11,0,9,1,1,1,6,2,0,9,0,5,1574,nonDRNA,NotDNA,NotRNA
15,9,5,15,0,5,17,0,4,15,7,16,4,9,6,2,3,9,4,0,20,5,6,1575,nonDRNA,NotDNA,NotRNA
32,13,17,19,0,11,18,0,13,18,22,36,7,17,5,10,3,20,19,0,17,1,21,1576,nonDRNA,NotDNA,NotRNA
13,16,1,0,0,8,14,0,5,12,8,6,0,5,6,2,1,5,9,0,6,2,5,1577,nonDRNA,NotDNA,NotRNA
11,13,4,7,0,6,8,0,6,11,11,11,0,1,2,1,0,8,11,0,5,0,7,1578,nonDRNA,NotDNA,NotRNA
46,35,26,38,0,39,40,0,20,39,35,49,12,15,11,6,11,26,15,0,24,5,11,1579,nonDRNA,NotDNA,NotRNA
47,35,29,32,0,37,30,0,25,32,36,25,8,33,29,13,4,32,19,0,32,13,17,1580,nonDRNA,NotDNA,NotRNA
47,34,29,32,0,37,31,0,25,32,36,25,8,33,29,13,4,33,19,0,31,13,17,1581,nonDRNA,NotDNA,NotRNA
50,19,17,27,0,20,26,0,33,33,21,26,3,15,15,4,1,21,13,0,24,9,12,1582,nonDRNA,NotDNA,NotRNA
50,50,24,55,0,34,47,0,31,42,45,57,2,25,15,9,5,41,30,0,45,7,27,1583,nonDRNA,NotDNA,NotRNA
27,18,10,12,0,20,24,0,15,22,20,18,5,11,7,3,4,9,10,0,15,7,16,1584,nonDRNA,NotDNA,NotRNA
82,20,51,58,0,45,44,0,56,23,66,75,8,22,20,10,5,59,17,0,49,16,24,1585,nonDRNA,NotDNA,NotRNA
13,11,4,5,0,1,19,0,8,6,7,4,3,7,1,3,4,2,4,0,5,0,1,1586,nonDRNA,NotDNA,NotRNA
29,26,20,27,0,38,29,0,19,21,30,29,2,14,7,9,5,21,29,0,23,8,24,1587,nonDRNA,NotDNA,NotRNA
4,5,2,5,0,2,5,0,6,6,8,4,0,2,3,4,0,6,3,0,5,1,1,1588,nonDRNA,NotDNA,NotRNA
24,25,5,9,0,10,15,0,7,14,16,13,1,8,13,5,0,11,11,0,14,5,4,1589,nonDRNA,NotDNA,NotRNA
22,18,21,18,0,19,15,0,12,10,14,14,8,12,8,4,5,12,12,0,16,12,8,1590,nonDRNA,NotDNA,NotRNA
22,18,22,20,0,18,15,0,12,11,14,15,8,12,8,4,5,11,9,0,16,13,7,1591,nonDRNA,NotDNA,NotRNA
40,21,25,45,0,20,31,0,28,36,32,41,1,14,17,12,1,27,16,0,27,9,17,1592,nonDRNA,NotDNA,NotRNA
38,22,14,39,0,19,33,0,13,24,42,62,1,17,14,17,2,21,21,0,25,5,14,1593,nonDRNA,NotDNA,NotRNA
16,13,6,10,0,12,18,0,7,10,7,11,4,11,10,7,4,4,3,0,10,5,3,1594,nonDRNA,NotDNA,NotRNA
7,23,6,8,0,6,9,0,8,4,17,12,1,9,4,1,0,6,3,0,2,6,4,1595,nonDRNA,NotDNA,NotRNA
17,11,6,10,0,11,19,0,8,10,8,11,4,11,10,7,4,5,3,0,9,5,2,1596,nonDRNA,NotDNA,NotRNA
7,4,4,8,0,12,5,0,4,5,9,7,0,3,3,2,0,4,8,0,3,5,9,1597,nonDRNA,NotDNA,NotRNA
27,19,14,16,0,12,24,0,12,17,15,16,4,16,12,7,4,15,7,0,18,5,7,1598,nonDRNA,NotDNA,NotRNA
24,9,8,18,0,8,10,0,6,7,9,21,3,16,3,4,0,8,5,0,16,1,6,1599,nonDRNA,NotDNA,NotRNA
38,28,19,37,0,18,35,0,22,29,21,30,12,23,27,10,1,18,22,0,36,15,10,1600,nonDRNA,NotDNA,NotRNA
34,18,25,36,0,18,34,0,23,23,24,42,9,26,12,12,3,16,10,0,24,16,13,1601,nonDRNA,NotDNA,NotRNA
74,41,29,51,0,39,58,0,30,42,51,92,9,22,12,15,2,39,35,0,58,15,24,1602,nonDRNA,NotDNA,NotRNA
26,28,11,31,0,19,29,0,17,30,28,24,4,14,11,13,1,13,7,0,18,3,8,1603,nonDRNA,NotDNA,NotRNA
113,108,33,48,0,72,89,0,77,68,70,77,15,54,46,17,18,43,63,0,50,22,53,1604,nonDRNA,NotDNA,NotRNA
72,127,49,86,0,100,40,0,24,53,82,103,18,30,87,11,0,145,125,0,64,17,102,1605,nonDRNA,NotDNA,NotRNA
61,129,62,90,0,75,33,0,18,50,103,118,18,28,77,11,1,131,108,0,54,16,73,1606,nonDRNA,NotDNA,NotRNA
14,9,5,15,0,5,13,0,9,7,12,16,0,4,4,5,9,12,8,0,3,6,7,1607,nonDRNA,NotDNA,NotRNA
22,25,14,34,0,13,24,0,14,34,29,35,4,10,7,12,1,27,10,0,24,10,12,1608,nonDRNA,NotDNA,NotRNA
17,1,10,4,0,1,9,0,18,9,8,14,2,8,0,1,8,3,9,0,10,2,21,1609,nonDRNA,NotDNA,NotRNA
40,26,24,34,0,31,19,0,10,24,18,23,8,16,23,7,6,21,17,0,27,9,15,1610,nonDRNA,NotDNA,NotRNA
35,16,9,29,0,18,6,0,11,11,19,13,6,10,9,5,4,12,17,0,18,7,9,1611,nonDRNA,NotDNA,NotRNA
359,160,141,243,0,248,252,0,120,182,240,259,46,115,95,53,30,199,122,0,129,69,240,1612,nonDRNA,NotDNA,NotRNA
34,16,15,26,0,20,18,0,14,24,34,41,2,13,8,6,4,16,22,0,22,9,20,1613,nonDRNA,NotDNA,NotRNA
11,6,12,31,0,19,5,0,2,3,9,24,3,13,4,4,10,20,9,0,6,4,11,1614,nonDRNA,NotDNA,NotRNA
656,436,250,420,0,498,309,0,260,289,747,508,93,386,348,172,285,402,343,0,422,129,223,1615,nonDRNA,NotDNA,NotRNA
50,28,20,26,0,28,49,0,34,39,39,28,5,18,25,18,1,30,18,0,31,10,14,1616,nonDRNA,NotDNA,NotRNA
16,4,4,14,0,8,16,0,10,10,15,10,1,4,4,6,2,7,8,0,6,3,2,1617,nonDRNA,NotDNA,NotRNA
56,42,18,34,0,39,46,0,22,35,30,38,9,29,22,13,6,30,24,0,28,13,24,1618,nonDRNA,NotDNA,NotRNA
43,36,16,33,0,41,28,0,13,17,30,39,2,21,27,13,11,23,18,0,27,10,13,1619,nonDRNA,NotDNA,NotRNA
29,17,17,19,0,12,20,0,12,13,33,28,7,14,8,13,11,19,22,0,24,3,6,1620,nonDRNA,NotDNA,NotRNA
66,52,15,45,0,40,55,0,42,47,26,58,2,25,23,21,6,38,15,0,57,13,27,1621,nonDRNA,NotDNA,NotRNA
8,4,8,11,0,2,6,0,3,8,6,16,2,3,4,2,4,5,5,0,2,3,5,1622,nonDRNA,NotDNA,NotRNA
84,65,32,48,0,35,59,0,44,55,58,59,12,40,35,23,7,40,50,0,53,19,29,1623,nonDRNA,NotDNA,NotRNA
26,24,11,25,0,27,19,0,9,19,31,40,1,8,7,9,0,28,17,0,13,5,11,1624,nonDRNA,NotDNA,NotRNA
35,12,33,35,0,38,18,0,18,19,25,60,12,13,22,5,10,42,32,0,19,7,21,1625,nonDRNA,NotDNA,NotRNA
37,22,28,29,0,25,23,0,18,21,34,25,8,29,12,14,6,18,11,0,24,13,25,1626,nonDRNA,NotDNA,NotRNA
60,35,30,58,0,25,31,0,25,43,55,80,4,11,5,18,19,41,27,0,33,19,17,1627,nonDRNA,NotDNA,NotRNA
34,18,16,34,0,20,18,0,11,12,33,40,3,9,13,4,2,17,8,0,16,4,13,1628,nonDRNA,NotDNA,NotRNA
35,35,20,33,0,16,36,0,23,33,29,48,2,22,23,14,5,20,19,0,29,11,14,1629,nonDRNA,NotDNA,NotRNA
19,9,14,19,0,33,5,0,17,15,23,29,5,2,11,7,4,23,10,0,8,2,13,1630,nonDRNA,NotDNA,NotRNA
18,16,12,16,0,3,21,0,14,15,23,21,1,5,8,9,2,6,1,0,7,4,3,1631,nonDRNA,NotDNA,NotRNA
10,9,2,6,0,5,6,0,4,8,1,7,0,7,0,4,2,7,5,0,8,2,6,1632,nonDRNA,NotDNA,NotRNA
16,14,3,13,0,12,20,0,16,13,15,13,2,7,5,5,4,16,5,0,10,4,6,1633,nonDRNA,NotDNA,NotRNA
9,10,7,26,0,9,7,0,3,12,8,8,0,5,2,2,3,6,9,0,13,9,4,1634,nonDRNA,NotDNA,NotRNA
25,22,6,12,0,16,23,0,17,17,11,8,2,9,12,4,6,13,9,0,14,9,14,1635,nonDRNA,NotDNA,NotRNA
3,13,3,3,0,2,0,0,4,1,1,9,0,1,2,1,0,4,4,0,1,6,1,1636,nonDRNA,NotDNA,NotRNA
26,14,21,13,0,19,12,0,12,19,19,31,8,8,5,3,2,8,9,0,11,0,26,1637,nonDRNA,NotDNA,NotRNA
7,12,7,4,0,7,11,0,8,10,8,11,0,7,6,4,0,4,2,0,7,2,2,1638,nonDRNA,NotDNA,NotRNA
14,11,9,12,0,7,11,0,8,10,16,20,3,7,5,8,3,8,6,0,18,6,9,1639,nonDRNA,NotDNA,NotRNA
22,15,20,29,0,23,21,0,12,18,30,43,3,13,8,11,1,16,10,0,21,13,10,1640,nonDRNA,NotDNA,NotRNA
25,17,20,43,0,10,14,0,13,19,39,34,4,11,6,8,6,20,13,0,22,8,12,1641,nonDRNA,NotDNA,NotRNA
27,17,16,28,0,16,13,0,13,23,22,44,4,10,7,13,2,17,17,0,21,6,13,1642,nonDRNA,NotDNA,NotRNA
71,49,60,61,0,67,68,0,55,31,41,55,6,21,19,9,17,36,19,0,31,19,46,1643,nonDRNA,NotDNA,NotRNA
15,45,25,47,0,29,17,0,16,28,32,43,12,17,27,9,6,39,32,0,21,13,22,1644,nonDRNA,NotDNA,NotRNA
15,45,25,47,0,29,18,0,16,27,33,43,12,17,27,9,6,39,33,0,20,12,22,1645,nonDRNA,NotDNA,NotRNA
35,15,21,32,0,22,27,0,18,22,29,23,2,25,29,8,12,18,21,0,33,19,17,1646,nonDRNA,NotDNA,NotRNA
25,15,17,31,0,4,29,0,19,20,21,31,2,17,12,12,3,23,9,0,16,16,10,1647,nonDRNA,NotDNA,NotRNA
15,20,2,14,0,12,12,0,13,19,9,13,2,13,6,6,3,13,12,0,15,1,7,1648,nonDRNA,NotDNA,NotRNA
38,19,24,32,0,19,23,0,23,16,32,40,6,9,17,8,7,26,12,0,27,16,7,1649,nonDRNA,NotDNA,NotRNA
17,6,14,8,0,17,19,0,7,9,20,11,3,9,7,5,3,10,16,0,13,3,7,1650,nonDRNA,NotDNA,NotRNA
49,23,17,34,0,24,27,0,15,28,28,45,1,13,9,9,4,18,21,0,19,13,13,1651,nonDRNA,NotDNA,NotRNA
30,9,17,33,0,10,20,0,17,16,20,24,6,11,12,8,2,9,9,0,28,15,9,1652,nonDRNA,NotDNA,NotRNA
39,16,23,35,0,20,25,0,23,18,28,40,6,6,18,9,7,23,15,0,27,17,7,1653,nonDRNA,NotDNA,NotRNA
2,5,5,5,0,2,6,0,0,4,2,3,2,2,2,1,4,1,1,0,7,0,0,1654,nonDRNA,NotDNA,NotRNA
59,62,36,75,0,33,87,0,39,47,59,84,5,40,23,39,13,52,28,0,49,16,28,1655,nonDRNA,NotDNA,NotRNA
9,21,6,2,0,2,10,0,14,9,8,8,1,3,7,4,4,0,2,0,1,3,3,1656,nonDRNA,NotDNA,NotRNA
39,29,24,28,0,21,44,0,20,27,29,33,4,27,14,12,5,19,23,0,26,11,9,1657,nonDRNA,NotDNA,NotRNA
35,22,5,20,0,17,26,0,23,18,18,28,1,14,9,10,2,25,7,0,25,5,11,1658,nonDRNA,NotDNA,NotRNA
42,12,22,37,0,32,27,0,28,14,43,39,3,14,13,8,2,10,11,0,19,5,8,1659,nonDRNA,NotDNA,NotRNA
14,14,16,11,0,11,13,0,17,9,12,13,5,5,4,4,6,9,9,0,5,2,9,1660,nonDRNA,NotDNA,NotRNA
74,55,47,59,0,60,62,0,39,53,62,41,5,34,30,12,26,65,42,0,61,20,47,1661,nonDRNA,NotDNA,NotRNA
44,8,58,44,0,32,22,0,39,16,49,85,6,18,12,11,7,50,9,0,36,11,28,1662,nonDRNA,NotDNA,NotRNA
25,8,9,32,0,21,13,0,18,11,18,29,4,6,17,8,3,10,7,0,14,4,6,1663,nonDRNA,NotDNA,NotRNA
24,8,8,30,0,25,13,0,20,12,18,28,4,6,17,7,3,10,6,0,15,5,4,1664,nonDRNA,NotDNA,NotRNA
60,48,38,52,0,41,54,0,35,54,59,39,3,29,13,13,13,43,27,0,34,17,21,1665,nonDRNA,NotDNA,NotRNA
17,14,15,12,0,14,16,0,10,9,11,11,7,13,6,4,3,7,7,0,11,3,9,1666,nonDRNA,NotDNA,NotRNA
15,4,5,12,0,6,10,0,17,14,9,23,1,7,4,5,2,5,5,0,14,9,2,1667,nonDRNA,NotDNA,NotRNA
70,63,28,33,0,47,50,0,23,45,32,41,17,24,22,22,11,39,28,0,42,15,28,1668,nonDRNA,NotDNA,NotRNA
24,23,13,12,0,17,18,0,3,7,23,18,4,9,5,1,2,8,7,0,12,5,2,1669,nonDRNA,NotDNA,NotRNA
34,3,14,28,0,6,13,0,25,7,26,29,4,8,9,6,3,21,7,0,24,6,7,1670,nonDRNA,NotDNA,NotRNA
67,41,55,56,0,83,58,0,60,60,72,76,14,40,39,30,26,66,42,0,51,13,35,1671,nonDRNA,NotDNA,NotRNA
25,19,15,12,0,19,15,0,2,10,16,14,4,11,5,2,2,9,6,0,14,9,4,1672,nonDRNA,NotDNA,NotRNA
25,22,17,12,0,11,18,0,3,14,17,17,4,10,4,1,3,6,8,0,11,6,3,1673,nonDRNA,NotDNA,NotRNA
30,4,9,19,0,5,5,0,10,10,14,33,3,3,3,6,0,5,4,0,8,2,1,1674,nonDRNA,NotDNA,NotRNA
98,41,92,66,0,79,56,0,56,14,39,80,8,12,16,16,11,39,24,0,41,34,49,1675,nonDRNA,NotDNA,NotRNA
8,9,6,7,0,7,11,0,9,11,10,21,0,9,3,6,0,4,5,0,10,3,2,1676,nonDRNA,NotDNA,NotRNA
9,8,4,7,0,11,5,0,8,5,10,7,2,3,5,5,5,6,3,0,9,1,4,1677,nonDRNA,NotDNA,NotRNA
66,41,35,54,0,34,52,0,39,44,46,28,15,40,39,15,5,33,51,0,45,11,25,1678,nonDRNA,NotDNA,NotRNA
23,19,19,38,0,29,20,0,22,20,35,26,8,19,10,6,2,11,20,0,21,8,10,1679,nonDRNA,NotDNA,NotRNA
32,36,20,18,0,34,38,0,13,23,19,32,12,26,28,7,8,20,27,0,26,10,13,1680,nonDRNA,NotDNA,NotRNA
52,5,21,20,0,17,17,0,31,23,13,45,8,11,11,6,8,14,17,0,21,8,16,1681,nonDRNA,NotDNA,NotRNA
20,14,28,25,0,20,13,0,16,20,26,16,3,29,10,11,7,22,23,0,6,13,31,1682,nonDRNA,NotDNA,NotRNA
42,24,10,27,0,12,40,0,16,35,26,20,1,7,7,6,2,16,16,0,10,6,22,1683,nonDRNA,NotDNA,NotRNA
7,19,4,18,0,12,6,0,1,5,11,9,3,2,8,2,7,26,5,0,10,3,1,1684,nonDRNA,NotDNA,NotRNA
59,38,35,26,0,31,31,0,22,30,39,20,4,32,16,19,7,27,18,0,26,8,15,1685,nonDRNA,NotDNA,NotRNA
27,13,11,18,0,8,22,0,15,14,16,24,5,5,9,6,3,16,14,0,16,7,8,1686,nonDRNA,NotDNA,NotRNA
24,20,13,16,0,8,12,0,7,14,13,15,4,11,16,1,0,11,13,0,14,2,8,1687,nonDRNA,NotDNA,NotRNA
23,22,16,23,0,20,12,0,5,15,13,21,5,15,15,5,9,13,11,0,17,10,12,1688,nonDRNA,NotDNA,NotRNA
65,32,21,25,0,50,49,0,37,29,37,29,14,30,24,16,7,29,23,0,41,16,25,1689,nonDRNA,NotDNA,NotRNA
24,18,11,9,0,6,16,0,6,14,12,20,3,10,10,6,3,11,10,0,8,4,8,1690,nonDRNA,NotDNA,NotRNA
24,17,11,9,0,6,16,0,8,13,13,19,3,10,10,6,3,12,10,0,8,4,7,1691,nonDRNA,NotDNA,NotRNA
22,39,18,20,0,22,31,0,12,13,20,17,6,10,7,7,14,23,13,0,17,10,11,1692,nonDRNA,NotDNA,NotRNA
21,19,5,9,0,8,21,0,5,16,12,9,0,7,5,6,2,3,4,0,7,6,9,1693,nonDRNA,NotDNA,NotRNA
36,30,20,36,0,30,22,0,22,21,28,43,7,21,12,11,7,19,16,0,20,11,18,1694,nonDRNA,NotDNA,NotRNA
44,29,34,45,0,41,33,0,30,29,27,39,13,25,28,13,8,27,34,0,36,17,13,1695,nonDRNA,NotDNA,NotRNA
43,34,28,46,0,34,30,0,24,29,44,53,4,16,13,17,10,32,17,0,21,16,11,1696,nonDRNA,NotDNA,NotRNA
37,28,17,30,0,32,23,0,28,24,24,43,7,16,15,14,5,18,17,0,20,9,16,1697,nonDRNA,NotDNA,NotRNA
34,26,16,41,0,28,20,0,16,22,35,45,2,11,8,9,8,20,12,0,19,8,17,1698,nonDRNA,NotDNA,NotRNA
32,5,15,35,0,18,7,0,9,18,18,20,15,26,10,5,3,7,9,0,9,8,5,1699,nonDRNA,NotDNA,NotRNA
54,32,33,65,0,30,24,0,28,33,54,61,9,22,21,19,8,44,24,0,40,10,19,1700,nonDRNA,NotDNA,NotRNA
54,8,27,35,0,16,21,0,42,4,34,50,9,12,10,5,6,13,11,0,20,12,7,1701,nonDRNA,NotDNA,NotRNA
42,37,19,40,0,24,34,0,16,30,36,41,7,15,13,16,9,34,15,0,30,12,15,1702,nonDRNA,NotDNA,NotRNA
41,36,31,49,0,44,29,0,25,30,25,32,15,27,30,13,8,34,28,0,43,16,12,1703,nonDRNA,NotDNA,NotRNA
44,29,18,43,0,32,32,0,20,19,32,38,10,17,11,5,7,17,13,0,34,6,13,1704,nonDRNA,NotDNA,NotRNA
36,15,21,26,0,13,20,0,20,9,36,40,1,9,12,11,0,16,3,0,20,7,9,1705,nonDRNA,NotDNA,NotRNA
9,12,2,8,0,3,8,0,3,4,10,15,2,7,3,5,2,9,5,0,12,7,5,1706,nonDRNA,NotDNA,NotRNA
23,20,19,7,0,21,16,0,9,20,11,12,2,5,11,6,9,18,14,0,23,5,16,1707,nonDRNA,NotDNA,NotRNA
46,29,17,49,0,44,33,0,28,46,32,25,12,17,23,9,17,38,46,0,29,13,13,1708,nonDRNA,NotDNA,NotRNA
43,7,31,24,0,14,35,0,41,18,26,45,3,10,5,12,4,13,3,0,26,14,10,1709,nonDRNA,NotDNA,NotRNA
10,12,2,7,0,3,7,0,3,6,2,12,2,1,4,2,1,2,2,0,8,0,2,1710,nonDRNA,NotDNA,NotRNA
55,18,17,55,0,16,22,0,24,17,39,78,7,13,11,9,6,39,15,0,32,6,11,1711,nonDRNA,NotDNA,NotRNA
27,7,12,20,0,20,22,0,22,10,22,13,3,9,11,5,5,18,9,0,6,10,12,1712,nonDRNA,NotDNA,NotRNA
7,8,10,19,0,13,4,0,4,16,9,10,2,8,8,2,0,11,12,0,7,1,3,1713,nonDRNA,NotDNA,NotRNA
10,8,8,10,0,8,7,0,5,3,9,7,6,8,8,3,8,5,3,0,11,2,5,1714,nonDRNA,NotDNA,NotRNA
39,22,26,52,0,31,31,0,36,12,27,35,11,20,9,9,14,19,8,0,21,14,18,1715,nonDRNA,NotDNA,NotRNA
119,66,45,58,0,67,77,0,90,51,77,74,14,47,35,10,15,56,43,0,44,25,50,1716,nonDRNA,NotDNA,NotRNA
