,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,TYPE
1397,26,0,7,24,33,24,39,12,25,0,20,39,10,25,0,29,14,29,26,30,0,32,15,0,21,0,nonDRNA
1398,224,0,23,119,251,120,215,74,195,0,166,338,46,135,0,161,225,110,245,168,0,227,48,1,104,0,nonDRNA
1399,26,0,6,17,24,12,29,9,18,0,12,38,12,16,0,24,21,15,30,24,0,21,3,0,14,0,nonDRNA
1400,57,0,16,63,72,37,62,17,39,0,51,72,24,25,0,58,33,42,61,37,0,56,9,0,27,0,nonDRNA
1401,24,0,11,14,13,9,14,6,14,0,14,17,9,13,0,14,9,10,14,12,0,14,2,0,11,0,nonDRNA
1402,30,0,4,16,30,17,31,10,20,0,14,24,13,9,0,17,10,19,5,22,0,21,2,0,12,0,nonDRNA
1403,26,0,8,32,35,24,21,11,26,0,29,41,15,16,0,15,23,25,20,15,0,36,0,0,10,0,nonDRNA
1404,43,0,3,39,28,13,40,12,49,0,32,32,13,24,0,24,11,20,34,28,0,47,0,0,19,0,nonDRNA
1405,181,0,49,77,105,49,167,65,76,0,116,171,98,129,0,275,265,97,211,134,0,120,14,0,42,0,nonDRNA
1406,74,0,4,38,43,22,52,10,34,0,31,42,17,27,0,26,23,30,35,31,0,52,4,0,16,0,nonDRNA
1407,29,0,11,24,32,19,28,8,14,0,25,44,10,5,0,26,17,18,34,16,0,15,3,0,11,0,nonDRNA
1408,84,0,8,45,54,22,55,16,31,0,30,75,18,14,0,111,41,53,58,34,0,44,6,0,17,0,nonDRNA
1409,25,0,3,18,24,13,20,5,10,0,12,25,9,4,0,19,4,22,11,11,0,12,6,0,12,0,nonDRNA
1410,68,0,9,31,41,14,36,10,26,0,40,48,13,17,0,35,25,25,36,25,0,40,6,0,11,0,nonDRNA
1411,60,0,17,27,62,34,51,17,38,0,61,81,21,26,0,75,33,51,54,46,0,47,7,0,29,0,nonDRNA
1412,11,0,8,11,10,6,7,3,10,0,10,10,4,8,0,6,9,10,11,7,0,9,1,0,7,0,nonDRNA
1413,13,0,1,15,22,5,11,3,10,0,19,16,4,6,0,10,8,9,15,10,0,15,3,0,9,0,nonDRNA
1414,6,0,0,2,3,3,2,2,2,0,2,7,3,0,0,1,2,1,2,2,0,2,3,0,2,0,nonDRNA
1415,57,0,5,44,41,22,61,10,24,0,21,57,16,10,0,41,23,49,24,26,0,43,25,0,32,0,nonDRNA
1416,46,0,1,19,22,14,40,15,17,0,19,25,12,13,0,23,11,10,7,29,0,35,5,0,13,0,nonDRNA
1417,26,0,5,32,26,26,21,7,32,0,34,28,9,14,0,15,11,22,25,12,0,22,2,0,16,0,nonDRNA
1418,9,0,0,10,15,2,6,6,8,0,10,11,3,3,0,4,3,4,11,10,0,9,4,0,6,0,nonDRNA
1419,32,0,10,33,48,16,39,3,30,0,43,64,10,9,0,17,24,33,23,16,0,40,2,0,17,0,nonDRNA
1420,8,0,3,2,10,3,7,7,1,0,2,10,5,3,0,9,4,11,2,3,0,2,3,0,4,0,nonDRNA
1421,58,0,15,47,61,28,49,22,20,0,24,49,9,16,0,66,30,39,78,38,0,34,4,0,21,0,nonDRNA
1422,119,0,4,51,108,33,36,15,42,0,98,56,39,19,0,120,76,69,60,70,0,54,13,0,18,0,nonDRNA
1423,7,0,0,1,4,4,1,2,3,0,2,4,1,0,0,1,1,1,3,3,0,5,3,0,0,0,nonDRNA
1424,68,0,0,41,57,17,36,11,36,0,36,38,4,21,0,25,11,29,42,42,0,51,1,0,12,0,nonDRNA
1425,11,0,2,6,16,13,10,4,13,0,11,16,6,6,0,4,12,5,10,5,0,13,5,0,4,0,nonDRNA
1426,38,0,4,47,80,26,27,8,46,0,79,65,16,33,0,19,23,19,57,42,0,42,5,0,24,0,nonDRNA
1427,17,0,4,14,20,14,21,5,4,0,21,27,4,8,0,6,7,16,17,7,0,23,2,0,5,0,nonDRNA
1428,69,0,16,54,86,31,69,19,52,0,126,87,22,37,0,45,39,34,66,53,0,60,13,0,33,0,nonDRNA
1429,49,0,9,42,37,22,59,18,26,0,21,48,16,22,0,56,21,54,88,41,0,43,8,0,15,0,nonDRNA
1430,45,0,6,42,43,23,58,20,27,0,20,49,24,25,0,75,19,48,100,36,0,49,6,0,21,0,nonDRNA
1431,64,0,0,71,73,24,65,9,30,0,35,57,21,36,0,45,26,33,36,36,0,31,21,0,18,0,nonDRNA
1432,34,0,18,24,53,19,21,15,21,0,37,58,4,12,0,26,19,42,29,34,0,31,8,0,13,0,nonDRNA
1433,35,0,3,19,19,7,25,8,26,0,16,25,9,16,0,17,11,12,17,21,0,27,2,0,5,0,nonDRNA
1434,25,0,7,37,39,7,28,18,18,0,49,25,6,17,0,26,19,22,48,34,0,46,2,0,14,0,nonDRNA
1435,9,0,8,12,10,6,7,3,10,0,12,11,4,9,0,5,8,9,10,6,0,10,1,0,8,0,nonDRNA
1436,20,0,6,15,20,20,21,12,11,0,15,41,13,7,0,22,16,28,14,17,0,36,6,0,14,0,nonDRNA
1437,14,0,0,4,8,5,10,2,2,0,2,8,3,3,0,10,4,6,7,7,0,13,2,0,3,0,nonDRNA
1438,35,0,3,26,32,11,34,5,36,0,25,18,8,9,0,21,6,6,13,18,0,29,3,0,11,0,nonDRNA
1439,24,0,7,15,35,29,9,8,26,0,32,32,6,27,0,6,10,10,31,8,0,20,6,0,8,0,nonDRNA
1440,65,0,10,26,42,27,65,15,40,0,48,72,13,19,0,49,26,39,53,27,0,56,7,0,23,0,nonDRNA
1441,31,0,0,6,11,26,36,7,16,0,2,38,12,13,0,12,8,12,19,13,0,17,20,0,9,0,nonDRNA
1442,35,0,7,43,35,34,46,16,22,0,26,35,14,20,0,42,12,29,18,23,0,39,9,0,21,0,nonDRNA
1443,19,0,1,13,7,10,9,1,7,0,12,8,2,2,0,1,2,1,6,3,0,5,0,0,0,0,nonDRNA
1444,64,0,12,51,116,24,33,23,35,0,91,99,31,35,0,44,73,70,66,37,0,41,7,0,16,0,nonDRNA
1445,54,0,13,20,31,15,50,8,24,0,26,65,13,19,0,26,27,22,32,35,0,44,6,0,3,0,nonDRNA
1446,6,0,0,7,14,8,12,1,7,0,15,9,4,10,0,0,2,6,4,10,0,11,2,0,4,0,nonDRNA
1447,6,0,0,8,13,8,10,1,7,0,14,10,3,11,0,0,2,7,5,10,0,11,2,0,4,0,nonDRNA
1448,24,0,19,28,30,41,33,29,42,0,29,116,9,52,0,21,33,13,63,41,0,23,6,0,9,0,nonDRNA
1449,41,0,8,29,62,34,34,14,33,0,41,53,12,28,0,22,24,38,44,32,0,42,11,0,21,0,nonDRNA
1450,24,0,5,18,26,24,27,6,13,0,20,25,6,7,0,22,10,19,13,13,0,23,5,0,19,0,nonDRNA
1451,26,0,1,21,15,9,21,2,13,0,26,29,1,15,0,12,15,4,10,9,0,31,1,0,10,0,nonDRNA
1452,39,0,3,33,24,19,32,4,22,0,25,39,16,15,0,33,13,22,34,29,0,30,6,0,13,0,nonDRNA
1453,13,0,4,9,12,11,18,8,11,0,13,19,4,15,0,10,3,4,13,9,0,6,9,0,8,0,nonDRNA
1454,43,0,8,25,17,29,34,10,20,0,13,21,9,12,0,28,19,9,23,22,0,26,3,0,0,0,nonDRNA
1455,81,0,10,54,54,29,86,23,43,0,39,50,28,48,0,38,33,48,32,50,0,54,14,0,31,0,nonDRNA
1456,15,0,0,0,3,3,6,0,11,0,1,9,2,0,0,3,2,2,1,5,0,6,0,0,0,0,nonDRNA
1457,32,0,3,7,20,14,22,6,18,0,18,33,14,12,0,8,5,11,22,12,0,24,3,0,16,0,nonDRNA
1458,62,0,3,24,10,9,46,9,16,0,7,37,9,16,0,35,11,21,18,26,0,32,3,0,11,0,nonDRNA
1459,25,0,1,14,16,17,24,7,25,0,20,31,5,35,0,20,13,12,20,15,0,17,2,0,19,0,nonDRNA
1460,22,0,11,14,9,11,25,2,11,0,14,19,5,8,0,14,12,3,22,21,0,29,9,0,2,0,nonDRNA
1461,33,0,6,32,26,31,34,10,27,0,31,37,6,18,0,24,25,15,27,24,0,24,15,0,24,0,nonDRNA
1462,49,0,11,25,37,21,38,6,37,0,33,36,6,14,0,30,13,18,32,27,0,41,13,0,10,0,nonDRNA
1463,44,0,8,20,15,27,36,6,13,0,7,29,7,11,0,28,18,9,29,20,0,31,2,0,1,0,nonDRNA
1464,27,0,1,24,22,12,25,8,24,0,6,27,4,8,0,20,10,20,24,20,0,30,6,0,12,0,nonDRNA
1465,16,0,6,10,9,27,28,13,18,0,7,23,9,18,0,35,23,20,29,21,0,30,4,0,9,0,nonDRNA
1466,6,0,2,5,11,5,10,1,11,0,15,7,4,3,0,3,5,4,7,15,0,9,1,0,2,0,nonDRNA
1467,18,0,0,14,3,9,27,6,4,0,0,18,2,11,0,4,10,0,23,13,0,15,1,0,10,0,nonDRNA
1468,17,0,5,6,9,5,7,8,6,0,11,15,2,1,0,5,5,4,10,9,0,11,0,0,5,0,nonDRNA
1469,7,0,1,6,11,5,12,3,9,0,14,5,3,6,0,3,5,3,8,10,0,11,1,0,5,0,nonDRNA
1470,24,0,0,13,9,13,16,6,5,0,12,18,2,15,0,9,8,4,6,12,0,14,6,0,8,0,nonDRNA
1471,30,0,1,16,20,17,20,8,16,0,31,26,9,10,0,11,7,9,24,24,0,28,1,0,6,0,nonDRNA
1472,49,0,23,51,70,37,52,30,43,0,72,69,22,38,0,55,38,56,92,43,0,62,13,0,26,0,nonDRNA
1473,84,0,25,74,113,66,73,31,54,0,71,119,31,49,0,69,59,88,92,53,0,70,19,0,51,0,nonDRNA
1474,52,0,4,30,77,23,15,10,29,0,60,65,24,18,0,21,30,41,26,27,0,22,6,0,15,0,nonDRNA
1475,88,0,14,66,116,42,73,18,44,0,69,135,26,47,0,81,72,93,91,58,0,66,7,0,28,0,nonDRNA
1476,21,0,1,9,15,8,24,7,5,0,3,32,4,2,0,8,5,19,10,6,0,10,1,0,5,0,nonDRNA
1477,117,0,28,90,148,56,87,39,70,0,82,162,39,63,0,96,65,127,143,95,0,110,17,0,56,0,nonDRNA
1478,19,0,23,16,33,11,33,14,11,0,15,41,7,15,0,19,16,22,25,26,0,33,9,0,12,0,nonDRNA
1479,14,0,3,17,16,13,17,5,16,0,16,23,2,10,0,11,20,15,20,14,0,21,0,0,8,0,nonDRNA
1480,24,0,1,12,8,7,12,5,11,0,5,11,9,7,0,8,6,12,2,15,0,12,5,0,2,0,nonDRNA
1481,27,0,16,27,33,14,17,11,28,0,28,43,12,15,0,25,29,19,29,25,0,22,9,0,13,0,nonDRNA
1482,15,0,1,13,19,4,15,10,14,0,21,20,8,4,0,10,3,9,9,11,0,15,2,0,8,0,nonDRNA
1483,21,0,7,26,39,29,18,8,20,0,29,41,13,13,0,14,21,26,17,26,0,24,2,0,25,0,nonDRNA
1484,32,0,2,14,18,9,21,2,8,0,20,29,3,2,0,11,3,9,12,5,0,19,6,0,5,0,nonDRNA
1485,20,0,4,14,15,12,16,6,11,0,16,19,2,11,0,8,11,10,16,8,0,18,4,0,4,0,nonDRNA
1486,42,0,3,17,14,21,37,4,22,0,13,37,6,34,0,17,27,18,23,44,0,25,4,0,29,0,nonDRNA
1487,27,0,2,19,19,15,20,18,17,0,10,50,8,15,0,24,16,20,31,13,0,17,8,0,12,0,nonDRNA
1488,45,0,15,46,70,38,52,10,46,0,41,68,11,26,0,24,26,40,39,37,0,29,16,0,21,0,nonDRNA
1489,11,0,1,5,9,8,5,6,4,0,5,10,3,6,0,2,4,7,5,4,0,6,2,0,1,0,nonDRNA
1490,40,0,2,22,11,6,24,6,18,0,7,14,10,7,0,16,8,17,14,16,0,28,4,0,3,0,nonDRNA
1491,44,0,11,19,17,23,41,11,16,0,14,66,8,14,0,26,25,29,36,34,0,35,8,0,18,0,nonDRNA
1492,43,0,11,19,17,24,41,11,16,0,14,64,8,14,0,27,25,29,36,35,0,35,8,0,18,0,nonDRNA
1493,18,0,1,11,18,10,13,2,14,0,22,30,8,8,0,12,6,13,12,5,0,9,1,0,9,0,nonDRNA
1494,18,0,2,14,16,10,11,3,12,0,22,29,9,6,0,12,11,13,8,7,0,11,1,0,8,0,nonDRNA
1495,16,0,2,14,17,10,11,4,10,0,22,32,8,6,0,12,8,13,7,8,0,13,1,0,8,0,nonDRNA
1496,18,0,1,15,12,5,12,6,11,0,12,22,6,3,0,7,6,8,6,9,0,12,3,0,1,0,nonDRNA
1497,27,0,6,18,23,7,19,9,11,0,19,32,9,8,0,13,9,13,18,11,0,27,0,0,6,0,nonDRNA
1498,36,0,22,43,40,44,60,22,28,0,38,58,16,18,0,54,23,45,41,34,0,46,9,0,20,0,nonDRNA
1499,22,0,3,24,20,16,39,8,33,0,26,24,14,18,0,9,12,7,16,20,0,25,0,0,11,0,nonDRNA
1500,34,0,1,13,16,8,27,4,19,0,10,27,10,8,0,11,10,12,17,15,0,17,4,0,6,0,nonDRNA
1501,44,0,3,21,25,15,29,23,21,0,15,49,6,24,0,13,29,24,23,25,0,24,3,0,7,0,nonDRNA
1502,17,0,1,8,11,5,6,2,11,0,9,16,4,7,0,14,6,9,5,7,0,7,3,0,4,0,nonDRNA
1503,14,0,5,17,13,17,17,7,19,0,21,26,7,27,0,11,14,9,21,18,0,19,7,0,15,0,nonDRNA
1504,4,0,1,6,3,3,9,1,6,0,4,7,1,2,0,3,0,4,3,2,0,3,0,0,3,0,nonDRNA
1505,18,0,8,2,1,1,9,2,2,0,4,9,4,1,0,5,7,4,6,4,0,6,0,0,3,0,nonDRNA
1506,39,0,17,32,50,26,42,12,31,0,54,54,14,41,0,31,32,24,37,59,0,39,23,0,15,0,nonDRNA
1507,68,0,2,52,38,25,66,5,38,0,40,83,27,35,0,52,63,60,50,40,0,57,13,0,30,0,nonDRNA
1508,16,0,1,16,24,10,26,6,13,0,11,24,2,14,0,30,16,21,28,8,0,22,5,0,11,0,nonDRNA
1509,37,0,3,19,45,23,26,5,26,0,38,42,5,31,0,16,15,16,28,22,0,22,1,0,15,0,nonDRNA
1510,22,0,1,10,20,4,12,6,13,0,12,11,6,7,0,4,8,7,7,12,0,9,0,0,8,0,nonDRNA
1511,58,0,23,50,55,33,61,22,37,0,47,80,23,30,0,95,38,47,93,46,0,36,10,0,22,0,nonDRNA
1512,42,0,3,19,15,7,26,9,15,0,18,26,12,6,0,21,9,13,14,7,0,23,6,0,6,0,nonDRNA
1513,8,0,3,11,16,11,13,8,13,0,16,35,1,5,0,10,8,13,21,9,0,17,2,0,7,0,nonDRNA
1514,44,0,3,26,18,8,41,7,19,0,5,34,13,11,0,23,11,26,17,14,0,23,8,0,9,0,nonDRNA
1515,17,0,2,13,15,8,14,4,10,0,13,19,5,5,0,9,8,13,15,11,0,12,0,0,5,0,nonDRNA
1516,20,0,3,21,23,20,15,8,13,0,26,32,5,8,0,17,15,18,19,10,0,23,4,0,15,0,nonDRNA
1517,32,0,4,9,12,9,15,2,9,0,13,15,5,13,0,8,13,11,13,12,0,13,2,0,6,0,nonDRNA
1518,28,0,3,20,27,9,28,12,16,0,28,26,7,20,0,15,8,21,32,11,0,21,10,0,8,0,nonDRNA
1519,20,0,3,19,12,7,22,12,18,0,20,16,1,16,0,13,19,9,14,10,0,16,8,0,5,0,nonDRNA
1520,27,0,0,15,3,11,30,6,12,0,8,29,1,18,0,15,17,13,15,15,0,23,9,0,9,0,nonDRNA
1521,27,0,8,9,18,9,23,4,14,0,12,24,8,15,0,6,7,12,18,11,0,22,3,0,10,0,nonDRNA
1522,24,0,2,20,19,16,19,18,16,0,15,49,8,16,0,20,17,19,32,15,0,19,7,0,11,0,nonDRNA
1523,9,0,3,20,12,8,19,5,18,0,15,20,9,11,0,7,3,13,13,5,0,19,1,0,15,0,nonDRNA
1524,13,0,18,6,6,3,18,2,3,0,3,13,1,2,0,10,5,5,9,3,0,3,0,0,2,0,nonDRNA
1525,12,0,3,9,15,9,10,2,9,0,8,14,9,6,0,15,5,6,12,4,0,9,3,0,5,0,nonDRNA
1526,7,0,3,5,10,2,7,2,11,0,14,9,3,10,0,3,2,2,5,3,0,9,1,0,3,0,nonDRNA
1527,6,0,0,7,7,9,25,3,9,0,8,12,1,8,0,10,3,4,12,18,0,12,2,0,5,0,nonDRNA
1528,6,0,0,4,5,6,5,1,7,0,2,6,1,0,0,5,5,5,6,8,0,6,2,0,4,0,nonDRNA
1529,37,0,15,39,42,11,42,11,25,0,44,29,9,17,0,23,12,25,22,28,0,28,4,0,15,0,nonDRNA
1530,82,0,9,39,44,28,64,17,27,0,49,75,12,21,0,42,26,41,46,45,0,54,8,0,21,0,nonDRNA
1531,54,0,15,49,70,36,39,14,46,0,49,101,14,27,0,34,27,43,57,36,0,52,15,0,39,0,nonDRNA
1532,15,0,1,12,12,12,16,4,10,0,8,26,4,10,0,7,6,10,7,9,0,12,6,0,3,0,nonDRNA
1533,10,0,3,9,4,4,16,2,5,0,10,12,5,6,0,4,4,5,10,11,0,13,2,0,5,0,nonDRNA
1534,12,0,6,10,5,5,20,1,6,0,9,7,6,4,0,2,4,6,7,7,0,14,2,0,7,0,nonDRNA
1535,32,0,8,30,22,20,34,13,28,0,37,33,9,16,0,19,18,23,25,32,0,29,10,0,14,0,nonDRNA
1536,34,0,8,32,21,20,35,13,29,0,36,31,12,15,0,19,18,25,22,31,0,28,9,0,14,0,nonDRNA
1537,40,0,7,11,29,10,31,5,17,0,29,39,4,19,0,15,14,14,16,26,0,27,4,0,12,0,nonDRNA
1538,7,0,3,19,12,16,24,11,17,0,13,23,6,15,0,26,13,11,16,24,0,19,6,0,13,0,nonDRNA
1539,15,0,10,12,12,7,14,3,11,0,16,21,5,6,0,12,7,6,7,12,0,19,1,0,9,0,nonDRNA
1540,10,0,1,11,26,12,15,2,10,0,24,21,7,7,0,15,2,5,6,4,0,21,3,0,8,0,nonDRNA
1541,31,0,9,22,28,23,31,16,23,0,33,42,9,21,0,19,17,21,43,32,0,37,4,0,16,0,nonDRNA
1542,61,0,6,31,18,13,41,14,15,0,5,41,10,10,0,27,13,23,20,21,0,37,7,0,10,0,nonDRNA
1543,30,0,4,20,29,15,22,13,15,0,26,37,6,5,0,18,23,19,20,13,0,19,3,0,12,0,nonDRNA
1544,15,0,7,19,16,17,19,9,16,0,15,32,9,7,0,9,14,18,23,7,0,18,4,0,9,0,nonDRNA
1545,25,0,8,10,6,12,20,11,12,0,3,26,4,10,0,20,16,17,15,12,0,23,3,0,3,0,nonDRNA
1546,60,0,0,24,47,15,33,15,11,0,17,79,9,9,0,20,7,45,14,16,0,23,7,0,11,0,nonDRNA
1547,91,0,22,87,114,44,49,41,75,0,144,152,39,59,0,80,68,73,110,72,0,84,9,0,34,0,nonDRNA
1548,27,0,5,28,38,13,32,9,31,0,37,46,7,13,0,23,18,15,35,21,0,16,5,0,12,0,nonDRNA
1549,46,0,2,20,28,10,36,11,15,0,10,41,9,6,0,18,14,31,13,21,0,31,6,0,7,0,nonDRNA
1550,90,0,32,70,115,22,96,29,56,0,74,113,38,63,0,60,76,63,133,95,0,97,4,0,26,0,nonDRNA
1551,7,0,9,5,4,1,6,1,4,0,3,4,3,0,0,4,2,5,4,9,0,6,1,0,3,0,nonDRNA
1552,46,0,5,19,32,20,43,12,30,0,32,21,19,11,0,25,11,15,16,21,0,36,4,0,16,0,nonDRNA
1553,25,0,3,30,37,22,26,4,31,0,42,53,5,29,0,21,22,18,42,26,0,26,4,0,25,0,nonDRNA
1554,22,0,2,13,17,16,19,6,21,0,7,23,9,10,0,15,6,19,16,11,0,15,2,0,10,0,nonDRNA
1555,54,0,0,23,39,15,43,3,30,0,15,36,9,9,0,16,19,20,23,30,0,41,6,0,16,0,nonDRNA
1556,68,0,5,17,34,24,33,5,28,0,21,43,9,12,0,26,24,19,19,27,0,26,5,0,9,0,nonDRNA
1557,51,0,5,21,37,22,26,15,30,0,23,46,14,22,0,24,17,34,25,28,0,33,6,0,10,0,nonDRNA
1558,14,0,1,4,20,13,12,7,11,0,19,19,3,6,0,5,7,5,10,3,0,12,0,0,7,0,nonDRNA
1559,27,0,2,20,14,22,23,11,11,0,11,39,3,22,0,17,16,22,23,15,0,29,4,0,9,0,nonDRNA
1560,5,0,3,4,6,3,14,2,5,0,9,7,2,6,0,6,3,6,6,6,0,12,1,0,2,0,nonDRNA
1561,24,0,15,25,42,19,49,14,33,0,39,51,17,41,0,19,14,21,39,36,0,31,11,0,22,0,nonDRNA
1562,18,0,1,9,11,2,35,7,20,0,31,18,5,15,0,17,9,24,15,12,0,20,2,0,6,0,nonDRNA
1563,72,0,3,27,36,26,64,16,26,0,21,46,19,20,0,30,20,32,29,29,0,51,10,0,12,0,nonDRNA
1564,79,0,10,19,37,20,55,15,29,0,17,47,12,17,0,26,24,33,17,17,0,41,4,0,16,0,nonDRNA
1565,30,0,0,11,16,8,9,8,11,0,10,22,2,13,0,9,4,5,6,13,0,12,5,0,9,0,nonDRNA
1566,43,0,11,43,40,28,59,23,33,0,38,49,16,31,0,44,15,33,45,37,0,36,9,0,30,0,nonDRNA
1567,33,0,2,19,13,11,14,10,22,0,12,34,5,5,0,15,23,10,22,13,0,16,7,0,7,0,nonDRNA
1568,29,0,3,27,16,9,10,7,15,0,14,28,14,8,0,18,12,17,14,10,0,18,7,0,9,0,nonDRNA
1569,14,0,0,10,24,11,27,9,13,0,11,19,9,11,0,17,10,20,16,18,0,26,3,0,9,0,nonDRNA
1570,14,0,2,15,15,10,13,10,12,0,19,13,6,8,0,9,9,5,17,9,0,13,3,0,14,0,nonDRNA
1571,22,0,0,20,8,16,16,6,22,0,15,21,5,18,0,13,5,7,37,24,0,23,4,0,8,0,nonDRNA
1572,8,0,6,7,4,9,10,6,7,0,9,10,4,6,0,12,4,11,12,8,0,8,0,0,4,0,nonDRNA
1573,77,0,0,16,21,70,68,25,35,0,21,112,24,24,0,39,19,22,39,45,0,61,34,0,39,0,nonDRNA
1574,11,0,1,9,8,9,7,0,7,0,10,10,1,2,0,1,5,1,15,6,0,5,0,0,1,0,nonDRNA
1575,16,0,3,20,17,9,15,5,15,0,9,15,2,4,0,5,6,4,5,9,0,7,4,0,6,0,nonDRNA
1576,36,0,3,17,18,17,19,1,18,0,13,32,10,19,0,17,21,13,11,20,0,22,7,0,5,0,nonDRNA
1577,6,0,1,6,14,5,0,2,12,0,16,13,2,9,0,1,5,5,8,5,0,8,0,0,6,0,nonDRNA
1578,11,0,0,5,8,1,7,0,11,0,13,11,1,11,0,4,7,6,6,8,0,11,0,0,2,0,nonDRNA
1579,49,0,11,24,40,15,38,5,39,0,35,46,6,15,0,26,11,20,39,26,0,35,12,0,11,0,nonDRNA
1580,25,0,4,32,30,33,32,13,32,0,35,47,13,19,0,29,17,25,37,32,0,36,8,0,29,0,nonDRNA
1581,25,0,4,31,31,33,32,13,32,0,34,47,13,19,0,29,17,25,37,33,0,36,8,0,29,0,nonDRNA
1582,26,0,1,24,26,15,27,9,33,0,19,50,4,13,0,17,12,33,20,21,0,21,3,0,15,0,nonDRNA
1583,57,0,5,45,47,25,55,7,42,0,50,50,9,30,0,24,27,31,34,41,0,45,2,0,15,0,nonDRNA
1584,18,0,4,15,24,11,12,7,22,0,18,27,3,10,0,10,16,15,20,9,0,20,5,0,7,0,nonDRNA
1585,75,0,5,49,44,22,58,16,23,0,20,82,10,17,0,51,24,56,45,59,0,66,8,0,20,0,nonDRNA
1586,4,0,4,5,19,7,5,0,6,0,11,13,3,4,0,4,1,8,1,2,0,7,3,0,1,0,nonDRNA
1587,29,0,5,23,29,14,27,8,21,0,26,29,9,29,0,20,24,19,38,21,0,30,2,0,7,0,nonDRNA
1588,4,0,0,5,5,2,5,1,6,0,5,4,4,3,0,2,1,6,2,6,0,8,0,0,3,0,nonDRNA
1589,13,0,0,14,15,8,9,5,14,0,25,24,5,11,0,5,4,7,10,11,0,16,1,0,13,0,nonDRNA
1590,14,0,5,16,15,12,18,12,10,0,18,22,4,12,0,21,8,12,19,12,0,14,8,0,8,0,nonDRNA
1591,15,0,5,16,15,12,20,13,11,0,18,22,4,9,0,22,7,12,18,11,0,14,8,0,8,0,nonDRNA
1592,41,0,1,27,31,14,45,9,36,0,21,40,12,16,0,25,17,28,20,27,0,32,1,0,17,0,nonDRNA
1593,62,0,2,25,33,17,39,5,24,0,22,38,17,21,0,14,14,13,19,21,0,42,1,0,14,0,nonDRNA
1594,11,0,4,10,18,11,10,5,10,0,13,16,7,3,0,6,3,7,12,4,0,7,4,0,10,0,nonDRNA
1595,12,0,0,2,9,9,8,6,4,0,23,7,1,3,0,6,4,8,6,6,0,17,1,0,4,0,nonDRNA
1596,11,0,4,9,19,11,10,5,10,0,11,17,7,3,0,6,2,8,11,5,0,8,4,0,10,0,nonDRNA
1597,7,0,0,3,5,3,8,5,5,0,4,7,2,8,0,4,9,4,12,4,0,9,0,0,3,0,nonDRNA
1598,16,0,4,18,24,16,16,5,17,0,19,27,7,7,0,14,7,12,12,15,0,15,4,0,12,0,nonDRNA
1599,21,0,0,16,10,16,18,1,7,0,9,24,4,5,0,8,6,6,8,8,0,9,3,0,3,0,nonDRNA
1600,30,0,1,36,35,23,37,15,29,0,28,38,10,22,0,19,10,22,18,18,0,21,12,0,27,0,nonDRNA
1601,42,0,3,24,34,26,36,16,23,0,18,34,12,10,0,25,13,23,18,16,0,24,9,0,12,0,nonDRNA
1602,92,0,2,58,58,22,51,15,42,0,41,74,15,35,0,29,24,30,39,39,0,51,9,0,12,0,nonDRNA
1603,24,0,1,18,29,14,31,3,30,0,28,26,13,7,0,11,8,17,19,13,0,28,4,0,11,0,nonDRNA
1604,77,0,18,50,89,54,48,22,68,0,108,113,17,63,0,33,53,77,72,43,0,70,15,0,46,0,nonDRNA
1605,103,0,0,64,40,30,86,17,53,0,127,72,11,125,0,49,102,24,100,145,0,82,18,0,87,0,nonDRNA
1606,118,0,1,54,33,28,90,16,50,0,129,61,11,108,0,62,73,18,75,131,0,103,18,0,77,0,nonDRNA
1607,16,0,9,3,13,4,15,6,7,0,9,14,5,8,0,5,7,9,5,12,0,12,0,0,4,0,nonDRNA
1608,35,0,1,24,24,10,34,10,34,0,25,22,12,10,0,14,12,14,13,27,0,29,4,0,7,0,nonDRNA
1609,14,0,8,10,9,8,4,2,9,0,1,17,1,9,0,10,21,18,1,3,0,8,2,0,0,0,nonDRNA
1610,23,0,6,27,19,16,34,9,24,0,26,40,7,17,0,24,15,10,31,21,0,18,8,0,23,0,nonDRNA
1611,13,0,4,18,6,10,29,7,11,0,16,35,5,17,0,9,9,11,18,12,0,19,6,0,9,0,nonDRNA
1612,259,0,30,129,252,115,243,69,182,0,160,359,53,122,0,141,240,120,248,199,0,240,46,0,95,0,nonDRNA
1613,41,0,4,22,18,13,26,9,24,0,16,34,6,22,0,15,20,14,20,16,0,34,2,0,8,0,nonDRNA
1614,24,0,10,6,5,13,31,4,3,0,6,11,4,9,0,12,11,2,19,20,0,9,3,0,4,0,nonDRNA
1615,508,0,285,422,309,386,420,129,289,0,436,656,172,343,0,250,223,260,498,402,0,747,93,0,348,0,nonDRNA
1616,28,0,1,31,49,18,26,10,39,0,28,50,18,18,0,20,14,34,28,30,0,39,5,0,25,0,nonDRNA
1617,10,0,2,6,16,4,14,3,10,0,4,16,6,8,0,4,2,10,8,7,0,15,1,0,4,0,nonDRNA
1618,38,0,6,28,46,29,34,13,35,0,42,56,13,24,0,18,24,22,39,30,0,30,9,0,22,0,nonDRNA
1619,39,0,11,27,28,21,33,10,17,0,36,43,13,18,0,16,13,13,41,23,0,30,2,0,27,0,nonDRNA
1620,28,0,11,24,20,14,19,3,13,0,17,29,13,22,0,17,6,12,12,19,0,33,7,0,8,0,nonDRNA
